Name New_Price Preowned_Price Download_Price Other_Price Console Genre
"Port Royale 3: Pirates & Merchants" 0.0 12.59 12.59 0.0 "Xbox 360" Strategy
"Battle Chasers Nightwar" 24.99 0.0 0.0 23.99 Switch Strategy
"Battalion Wars" 0.0 27.88 27.88 0.0 GameCube Strategy
"The Sims 2: Apartment Pets" 0.0 4.7 4.7 0.0 NDS Strategy
"Mordheim: City of the Damned - Complete Edition" 0.0 39.99 39.99 0.0 "Xbox One" Strategy
"No Heroes Allowed! VR" 0.0 24.99 24.99 0.0 "PlayStation 4" Strategy
"Tropico 6" 29.99 0.0 0.0 32.49 "Xbox One" Strategy
"Jagged Alliance: Rage!" 16.99 0.0 0.0 15.56 "PlayStation 4" Strategy
"Warhammer 40,000: Dawn of War - Dark Crusade Expansion" 0.0 4.2 4.2 0.0 PC Strategy
"Star Ruler" 5.38 0.0 0.0 0.0 PC Strategy
"Dungeon Siege 3" 8.98 0.0 0.0 3.0 "PlayStation 3" Strategy
"Medieval Total War - Viking Invasion (Expansion Pack)" 0.0 2.69 2.69 0.0 PC Strategy
"Suikoden Tactics" 0.0 39.88 39.88 0.0 "PlayStation 2" Strategy
"Stronghold 2 Deluxe" 4.72 0.0 0.0 0.0 PC Strategy
Stormrise 6.99 0.0 0.0 2.0 "PlayStation 3" Strategy
"XIII Century: Blood of Europe" 5.38 0.0 0.0 0.0 PC Strategy
"Pikmin 3" 42.99 31.99 31.99 24.63 Wii-U Strategy
"Warlock 2: Three Mighty Mages" 0.0 3.99 3.99 0.0 PC Strategy
"Civilization III Gold Edition" 0.0 10.79 10.79 0.0 PC Strategy
"Love is in Bloom" 0.0 6.0 6.0 0.0 NDS Strategy
"Elven Legacy" 6.93 3.99 3.99 0.0 PC Strategy
"Shattered Union" 0.0 9.88 9.88 0.0 Xbox Strategy
"Valkyria Revolution" 0.0 12.99 12.99 10.87 "PlayStation 4" Strategy
"Europa Universalis IV: Native Americans Unit Pack" 0.0 0.99 0.99 0.0 PC Strategy
"Lord of the Rings: Battle for Middle Earth II Collectors Edition" 0.0 35.88 35.88 0.0 PC Strategy
"Sid Meier's Pirates!" 0.0 6.0 6.0 0.0 PSP Strategy
"Warlock - Master of the Arcane Complete Edition" 0.0 18.99 18.99 0.0 PC Strategy
"Paradise Cracked" 5.25 0.0 0.0 0.0 PC Strategy
"Orcs Must Die" 7.95 0.0 0.0 0.0 PC Strategy
"Fat Princess" 0.0 7.99 7.99 0.0 "PlayStation Network" Strategy
"Slay the Spire" 29.99 0.0 0.0 24.95 "Xbox One" Strategy
"R.U.S.E - Move" 10.41 0.0 0.0 3.27 "PlayStation 3" Strategy
"R-Type Tactics" 0.0 17.88 17.88 0.0 PSP Strategy
"Revenge of the Titans" 5.37 0.0 0.0 0.0 PC Strategy
"Tropico 3: Absolute Power" 5.08 0.0 0.0 0.0 PC Strategy
"Worms Open Warfare 2" 0.0 4.25 4.25 0.0 NDS Strategy
"Bladestorm Nightmare" 13.13 0.0 0.0 11.05 "PlayStation 4" Strategy
"1944: Battle Of The Bulge" 0.0 3.59 3.59 0.0 PC Strategy
"Ground Control II: Operation Exodus" 0.0 1.79 1.79 0.0 PC Strategy
"Super Fun Chess" 0.0 5.73 5.73 0.0 NDS Strategy
"Patrician III Rise of the Hanse" 0.0 2.69 2.69 0.0 PC Strategy
"Warhammer 40,000: Squad Command" 0.0 4.57 4.57 0.0 NDS Strategy
"HISTORY: Great Battles Medieval" 3.29 0.0 0.0 3.99 PC Strategy
"Worms 3D" 0.0 6.99 6.99 0.0 Xbox Strategy
"SimCity Societies" 1.97 0.0 0.0 3.59 PC Strategy
"Aven Colony" 0.0 17.85 17.85 0.0 "PlayStation 4" Strategy
"Jagged Alliance: Rage!" 5.99 0.0 0.0 0.0 PC Strategy
"Age of Empires III: The Asian Dynasties" 0.0 11.88 11.88 0.0 PC Strategy
"Defenders of Ardania: Battlemagic (DLC)" 0.0 1.59 1.59 0.0 PC Strategy
"Civilization III Deluxe Edition (Civilization 3, Conquests, Pl..." 0.0 6.29 6.29 0.0 PC Strategy
"Command & Conquer: Kane's Wrath" 0.0 12.85 12.85 0.0 "Xbox 360" Strategy
"Halo Wars 2 Ultimate Edition" 39.99 0.0 0.0 0.0 PC Strategy
"Military History Commander: Europe at War" 0.0 6.15 6.15 0.0 NDS Strategy
"Imperator: Rome" 0.0 34.99 34.99 0.0 PC Strategy
"XCOM 2 Reinforcement Pack" 0.0 15.99 15.99 0.0 "PlayStation 4" Strategy
"Ultimate Terrain X Europe" 26.15 0.0 0.0 0.0 PC Strategy
"Sparta - Fate of Hellas" 2.28 0.0 0.0 0.0 PC Strategy
A-TrainHX 0.0 11.71 11.71 0.0 "Xbox 360" Strategy
"StarCraft II: Heart of the Swarm" 14.49 0.0 0.0 0.0 PC Strategy
"Sim City" 0.0 3.8 3.8 0.0 NDS Strategy
"World Poker Championship" 12.1 0.0 0.0 12.88 "PlayStation 4" Strategy
"360 CC 3 TIBERIUM WARS" 0.0 7.64 7.64 0.0 "Xbox 360" Strategy
"Supreme Commander" 4.99 0.0 0.0 5.99 PC Strategy
"Caesar IV" 0.0 10.88 10.88 0.0 PC Strategy
"DEFCON: Global Thermonuclear War" 0.0 8.88 8.88 0.0 PC Strategy
"Duel Masters Limited Edition" 0.0 4.58 4.58 0.0 "PlayStation 2" Strategy
"Tropico Dictator Pack (1-4)" 6.95 0.0 0.0 0.0 PC Strategy
"Bomber Crew" 19.99 17.99 17.99 31.32 Switch Strategy
"Majesty II The Fantasy Kingdom" 0.0 7.99 7.99 0.0 PC Strategy
"King Arthur Collection" 3.5 0.0 0.0 39.88 PC Strategy
Battleship 0.0 9.85 9.85 0.0 "Xbox 360" Strategy
SimAnimals 0.0 4.69 4.69 0.0 NDS Strategy
"Worms: Open Warfare 2" 0.0 3.71 3.71 0.0 PSP Strategy
"EUROPA UNIVERSALIS III" 0.0 9.88 9.88 0.0 PC Strategy
"Theatre of War" 4.76 0.0 0.0 0.0 PC Strategy
"Lord of the Rings: War of the Ring" 0.0 9.88 9.88 0.0 PC Strategy
"Midway Arcade Origins" 57.39 0.0 0.0 19.88 "Xbox 360" Strategy
"Deception IV: Blood Ties" 0.0 17.99 17.99 0.0 "PS Vita" Strategy
"The Sims 2 Kitchen & Bathroom Interior Design Stuff" 0.0 5.39 5.39 0.0 PC Strategy
Gangland 0.0 4.49 4.49 0.0 PC Strategy
"Warhammer 40.000: Dawn of War - Winter Assault Expansion" 0.0 2.24 2.24 0.0 PC Strategy
"Mordheim: City of the Damned - Complete DLC Pack" 0.0 15.99 15.99 0.0 "Xbox One" Strategy
"Age of Wonders: Planetfall Premium Edition" 0.0 69.99 69.99 0.0 PC Strategy
"Sid Meiers Civilization VI: Rise and Fall" 0.0 24.99 24.99 0.0 PC Strategy
"Dungeons - Game of the Year Edition" 3.67 0.0 0.0 0.0 PC Strategy
"Desert Rats vs Afrika Korps" 0.0 8.88 8.88 0.0 PC Strategy
"Command and Conquer 3 Deluxe Edition" 0.0 14.88 14.88 0.0 PC Strategy
"Europa Universalis IV: Native Americans II Unit Pack" 0.0 0.99 0.99 0.0 PC Strategy
"Circus World (Mac)" 10.49 0.0 0.0 0.0 "Apple Mac" Strategy
"Maelstrom (MAD range)" 4.76 0.0 0.0 0.0 PC Strategy
"Warhammer 40,000: Squad Command" 0.0 3.55 3.55 0.0 PSP Strategy
"The Sims 2 Pets" 0.0 4.48 4.48 0.0 PSP Strategy
"Harvest Moon: Island of Happiness" 0.0 13.75 13.75 0.0 NDS Strategy
"Warhammer 40,000: Mechanicus" 0.0 22.99 22.99 0.0 PC Strategy
"Defenders of Ardania" 0.0 7.99 7.99 0.0 PC Strategy
"Civilization IV: Colonization" 0.0 9.99 9.99 0.0 "Apple Mac" Strategy
"Imperial Glory" 0.0 4.49 4.49 0.0 PC Strategy
"Disgaea 2: Dark Hero Days" 0.0 23.43 23.43 0.0 PSP Strategy
"Falling Skies" 7.5 0.0 0.0 9.88 "Xbox 360" Strategy
"Battle Islands Starter Pack" 0.0 5.59 5.59 0.0 "Xbox One" Strategy
"Port Royale 3: Gold" 10.03 0.0 0.0 5.0 "PlayStation 3" Strategy
"Wildlife Park 3" 10.8 0.0 0.0 0.0 "Sku Format Code" Strategy
"Elven Legacy Collection" 0.0 8.88 8.88 0.0 PC Strategy
"Europa Universalis Rome Gold Pack" 0.0 3.59 3.59 0.0 PC Strategy
"Has-Been Heroes" 0.0 24.85 24.85 0.0 Switch Strategy
"Gates of Troy" 4.83 0.0 0.0 0.0 PC Strategy
"Bounty Train - New West" 0.0 3.99 3.99 0.0 PC Strategy
Praetorians 0.0 3.99 3.99 0.0 PC Strategy
"Theatre of War" 0.0 12.59 12.59 0.0 PC Strategy
"Wasteland 2 Directors Cut" 0.0 19.99 19.99 24.79 Switch Strategy
"Dynasty Tactics 2" 0.0 10.88 10.88 0.0 "PlayStation 2" Strategy
"Age of Mythology: Gold Edition" 0.0 11.88 11.88 0.0 PC Strategy
"Warhammer 40,000 Dawn of War II: Chaos Rising" 9.02 0.0 0.0 0.0 PC Strategy
"Sid Meier's Civilization VI Deluxe" 0.0 69.99 69.99 0.0 PC Strategy
"Full Spectrum Warrior" 0.0 8.88 8.88 0.0 PC Strategy
"Earth 2160" 0.0 8.88 8.88 0.0 PC Strategy
"Glory Days 2" 14.77 0.0 0.0 4.21 NDS Strategy
"Circus World" 5.99 0.0 0.0 0.0 PC Strategy
"Final Fantasy Tactics A2: Grimoire of the Rift" 39.95 0.0 0.0 39.88 NDS Strategy
"My Farm Around the World" 0.0 5.67 5.67 0.0 NDS Strategy
"Hearts of Iron IV: Cadet Edition" 0.0 34.99 34.99 0.0 PC Strategy
"Defenders of Ardania: The Conjuror's Tricks (DLC)" 0.0 1.99 1.99 0.0 PC Strategy
"Hearts of Iron 3" 6.15 0.0 0.0 3.56 PC Strategy
"Falling Skies" 7.5 0.0 0.0 10.88 "PlayStation 3" Strategy
"Rise of Venice" 2.28 0.0 0.0 0.0 PC Strategy
"Iron Brigade" 0.0 6.75 6.75 0.0 "Xbox One" Strategy
"Imperium Romanum" 2.35 0.0 0.0 8.88 PC Strategy
"Steamworld Collection (PS4)" 11.4 0.0 0.0 0.0 "PlayStation 4" Strategy
"Railroad Tycoon 3" 0.0 5.39 5.39 0.0 PC Strategy
"Sid Meier's Civilization VI" 0.0 49.99 49.99 0.0 PC Strategy
"B C Kings" 4.99 0.0 0.0 0.0 PC Strategy
"Hitman Upgrade Pack" 0.0 36.99 36.99 0.0 "PlayStation 4" Strategy
"Imperium Romanum Gold Edition" 0.0 9.88 9.88 0.0 PC Strategy
"Port Royal 3: Gold" 3.07 0.0 0.0 4.99 PC Strategy
"XCOM 2 Collection" 0.0 79.99 79.99 0.0 "Xbox One" Strategy
"World Series of Poker 2008: Battle for the Bracelets" 0.0 10.0 10.0 0.0 "PlayStation 3" Strategy
"Final Fantasy Tactics: The War of the Lions" 0.0 11.45 11.45 0.0 PSP Strategy
"Air Traffic Controller" 0.0 10.88 10.88 0.0 NDS Strategy
"Battle Worlds: Kronos" 0.0 14.99 14.99 0.0 PC Strategy
"Dungeons 3: Lord of the Kings" 0.0 3.99 3.99 0.0 PC Strategy
"Industry Empire" 7.45 19.99 19.99 0.0 PC Strategy
"Command & Conquer 3: Kane's Wrath Expansion Pack" 0.0 8.88 8.88 0.0 PC Strategy
"Warlock: Master of the Arcane Complete Edition" 0.0 18.99 18.99 0.0 PC Strategy
"Making History 2: War of the World" 0.0 19.99 19.99 0.0 PC Strategy
"Crusader Kings II: Ruler Designer (DLC)" 0.0 3.49 3.49 0.0 PC Strategy
"UFO Trilogy" 0.0 2.24 2.24 0.0 PC Strategy
"Tactics Ogre" 0.0 31.88 31.88 0.0 PSP Strategy
"Dynasty Warriors: Gundam" 0.0 9.83 9.83 0.0 "PlayStation 3" Strategy
"Sid Meier’s Civilization V: Civilization and Scenario Pack: Mo..." 0.0 2.99 2.99 0.0 PC Strategy
"Dr Kawashima’s Brain Training for Nintendo Switch" 29.99 0.0 0.0 29.95 Switch Puzzle
"Tetris 99 + 12 Month Nintendo Switch Online" 17.99 0.0 0.0 20.55 Switch Puzzle
"Layton's Mystery Journey: Katrielle and the Millionaires' Cons..." 29.99 0.0 0.0 54.99 Switch Puzzle
"DDC Dr Kawashima's Brain Training for Nintendo Switch" 0.0 24.29 24.29 0.0 Switch Puzzle
"Pac Man 256" 0.0 3.99 3.99 0.0 "PlayStation 4" Puzzle
"Super Monkey Ball Banana Blitz HD" 34.99 0.0 0.0 34.34 Switch Puzzle
"Bendy and the Ink Machine" 19.99 0.0 0.0 31.89 "PlayStation 4" Puzzle
"Professor Layton and the Lost Future" 0.0 6.44 6.44 0.0 NDS Puzzle
Torn 30.85 0.0 0.0 26.75 "PlayStation 4" Puzzle
"Ghost Giant Deluxe Edition - GAME Exclusive" 14.99 0.0 0.0 0.0 "PlayStation 4" Puzzle
"Unravel Two" 25.99 0.0 0.0 28.99 Switch Puzzle
"Virtue's Last Reward" 20.08 0.0 0.0 15.75 2DS/3DS Puzzle
"Little Nightmares Complete Edition" 31.99 0.0 0.0 42.88 Switch Puzzle
"Life is Strange: Before the Storm Limited Edition" 0.0 12.99 12.99 9.88 "Xbox One" Puzzle
"Professor Layton and Pandora's Box" 0.0 6.9 6.9 0.0 NDS Puzzle
"Luigi's Mansion" 34.99 0.0 0.0 43.88 2DS/3DS Puzzle
"Professor Layton and the Spectre's Call" 0.0 11.13 11.13 0.0 NDS Puzzle
CRUSH3D 10.99 0.0 0.0 8.88 2DS/3DS Puzzle
"Paw Patrol On A Roll" 27.43 0.0 0.0 53.88 Switch Puzzle
"Big Brain Academy: Wii Degree" 0.0 2.0 2.0 0.0 Wii Puzzle
"Puzzler World 2011" 0.0 3.34 3.34 0.0 NDS Puzzle
"Paw Patrol On A Roll / Switch Case Gift Set" 39.95 0.0 0.0 0.0 Switch Puzzle
"Jewel Link: Galactic Quest" 3.99 0.0 0.0 4.3 NDS Puzzle
Bookworm 0.0 16.88 16.88 0.0 NDS Puzzle
"Mind Quiz" 0.0 1.99 1.99 5.98 PSP Puzzle
Monopoly 0.0 19.88 19.88 0.0 "Xbox 360" Puzzle
"Super Monkey Ball Banana Blitz HD" 34.99 0.0 0.0 25.82 "PlayStation 4" Puzzle
"Hidden Mysteries: Titanic" 0.0 3.72 3.72 0.0 NDS Puzzle
"Captain Toad: Treasure Tracker" 0.0 32.99 32.99 34.99 Switch Puzzle
"Diner Dash" 12.33 0.0 0.0 10.88 PSP Puzzle
"Professor Layton and the Azran Legacy" 0.0 31.88 31.88 0.0 2DS/3DS Puzzle
"CSI: Unsolved" 14.89 0.0 0.0 5.25 NDS Puzzle
"Trauma Centre: Under the Knife" 0.0 9.71 9.71 0.0 NDS Puzzle
"Professor Kageyama's Maths Training" 0.0 4.11 4.11 0.0 NDS Puzzle
"Paw Patrol On A Roll" 22.99 0.0 0.0 35.88 "PlayStation 4" Puzzle
"Bomberman Land Touch" 0.0 12.85 12.85 0.0 NDS Puzzle
"Master All Classics" 0.0 3.73 3.73 0.0 NDS Puzzle
"The Sims 2: Castaway" 0.0 5.0 5.0 0.0 Wii Puzzle
"The King of Clubs" 7.99 0.0 0.0 9.88 Wii Puzzle
"Crazy Machines" 24.99 0.0 0.0 31.45 "PlayStation 4" Puzzle
"Namco Museum Arcade Pac" 0.0 55.88 55.88 0.0 Switch Puzzle
"Golden Balls" 299.99 0.0 0.0 3.39 NDS Puzzle
"Tetris Effect" 33.39 0.0 0.0 32.75 "PlayStation 4" Puzzle
"Dr. Kawashima's Brain Training: How Old Is Your Brain?" 0.0 4.98 4.98 0.0 NDS Puzzle
"Captain Toad: Treasure Tracker" 32.99 0.0 0.0 38.88 2DS/3DS Puzzle
"Layton's Mystery Journey: Katrielle and the Millionaires' Cons..." 0.0 34.99 34.99 0.0 Switch Puzzle
"Bomberman DS" 0.0 17.88 17.88 0.0 NDS Puzzle
Squishies 14.99 0.0 0.0 23.95 "PlayStation 4" Puzzle
"Jewel Link Mysteries: Mountain Madness" 0.0 7.74 7.74 0.0 NDS Puzzle
NCIS 26.75 0.0 0.0 4.16 Wii Puzzle
"Match 3 Mayhem" 2.47 0.0 0.0 0.0 PC Puzzle
Tokobot 0.0 9.88 9.88 0.0 PSP Puzzle
"The Dark Hills of Cherai: The Regal Scepter" 4.99 0.0 0.0 0.0 PC Puzzle
"Playrix Triple Pack" 2.97 0.0 0.0 0.0 PC Puzzle
"Super Bomberman R" 0.0 34.99 34.99 0.0 PC Puzzle
"The Rub Rabbits!" 0.0 6.61 6.61 0.0 NDS Puzzle
Exit 0.0 0.85 0.85 0.0 PSP Puzzle
"Emily Archer & The Curse of Tutankhamen" 0.0 6.19 6.19 0.0 NDS Puzzle
"The Institute" 0.0 9.88 9.88 0.0 PC Puzzle
"Mahjong: Ancient Egypt" 0.0 9.89 9.89 0.0 NDS Puzzle
"The Dracula Files" 8.96 0.0 0.0 8.88 PC Puzzle
"Jewel Quest Mysteries 2: Trail of the Midnight Heart" 0.0 12.99 12.99 0.0 NDS Puzzle
"Haunting Mysteries Triple Pack" 9.34 0.0 0.0 0.0 PC Puzzle
"Rubiks Puzzle World" 12.99 0.0 0.0 4.09 Wii Puzzle
Lumines 0.0 15.85 15.85 0.0 "PS Vita" Puzzle
"Line Rider: Freestyle" 0.0 7.97 7.97 0.0 NDS Puzzle
"Steins;Gate Elite" 0.0 62.75 62.75 0.0 Switch Puzzle
"Jewel Time Deluxe" 0.0 6.0 6.0 0.0 NDS Puzzle
"Junior Brain Trainer Maths Edition" 0.0 8.25 8.25 0.0 NDS Puzzle
"Mystery Stories" 0.0 3.29 3.29 0.0 NDS Puzzle
"Jewel Quest Solitaire Trio" 0.0 4.65 4.65 0.0 NDS Puzzle
"Jewel Quest 6: Sapphire Dragon" 0.0 15.88 15.88 0.0 2DS/3DS Puzzle
"Puzzle League DS" 0.0 4.64 4.64 0.0 NDS Puzzle
"Lumines II" 0.0 1.99 1.99 9.88 PSP Puzzle
"The Hidden Mystery Collectives (Flux 1&2)" 6.15 0.0 0.0 9.88 PC Puzzle
"Who Wants To Be A Millionaire" 0.0 1.99 1.99 9.88 PSP Puzzle
"Awakening: The Goblin Kingdom" 2.99 0.0 0.0 0.0 PC Puzzle
Limbo 19.0 0.0 0.0 0.0 PC Puzzle
"7 Wonders II" 0.0 4.7 4.7 0.0 NDS Puzzle
"Ok! Puzzle Stars" 0.0 4.99 4.99 0.0 NDS Puzzle
"Dr Kawashima's Devilish Brain Training: Can you stay Focused?" 14.49 0.0 0.0 12.67 2DS/3DS Puzzle
"Edna and Harvey: The Breakout Collectors Edition" 7.55 0.0 0.0 0.0 PC Puzzle
"Layton's Mystery Journey: Daddy's Girl & Puzzle Add-On" 0.0 1.79 1.79 0.0 2DS/3DS Puzzle
"Mahjong 300" 0.0 4.74 4.74 0.0 NDS Puzzle
"Mystery PI: The London Caper" 0.0 3.59 3.59 0.0 PC Puzzle
"Escape the Museum" 0.0 5.0 5.0 0.0 NDS Puzzle
"Junior Mystery Stories" 0.0 3.58 3.58 0.0 NDS Puzzle
"Jelly Belly: Ballistic Beans" 0.0 7.26 7.26 0.0 NDS Puzzle
"Take a Break's Puzzle Bonanza" 0.0 2.51 2.51 0.0 NDS Puzzle
"Hey! PIKMIN" 14.85 0.0 0.0 12.99 2DS/3DS Puzzle
"Jewel Match 2" 0.0 7.74 7.74 0.0 NDS Puzzle
"deBlob 2: Underground" 0.0 9.63 9.63 0.0 NDS Puzzle
"Bust-a-Move Ghost" 0.0 10.51 10.51 0.0 PSP Puzzle
"Call of Atlantis" 0.0 14.88 14.88 0.0 NDS Puzzle
"Soul Bubbles" 0.0 7.53 7.53 0.0 NDS Puzzle
Enlightenus 8.94 0.0 0.0 8.88 PC Puzzle
"Challenge Me: Word Puzzles" 0.0 12.88 12.88 0.0 NDS Puzzle
"Jewel Link Double Pack - Atlantic Quest/Galactic Quest" 0.0 10.23 10.23 0.0 NDS Puzzle
"CSI: Miami" 0.0 2.24 2.24 0.0 PC Puzzle
"Jewel Link Chronicles: Legend of Athena" 0.0 3.56 3.56 0.0 NDS Puzzle
"Mays Mysteries: The Secret of Dragonville" 0.0 5.74 5.74 0.0 NDS Puzzle
"Legend of Oz: Dorothy's Return" 0.0 14.0 14.0 0.0 2DS/3DS Puzzle
"Hidden Mysteries Royal Family Secrets" 0.0 9.88 9.88 0.0 PC Puzzle
"Midnight Mysteries: The Edgar Allen Poe Conspiracy" 0.0 12.88 12.88 0.0 NDS Puzzle
"Lost Secrets: Ancient Mysteries, King Tut's Tomb" 0.0 8.88 8.88 0.0 PC Puzzle
"Super Monkey Ball: Touch & Roll" 0.0 7.97 7.97 0.0 NDS Puzzle
"Light of Altair" 9.1 0.0 0.0 0.0 PC Puzzle
"Left Brain Right Brain 2" 0.0 5.05 5.05 0.0 NDS Puzzle
"Jewel Legends Triple Pack" 0.0 9.88 9.88 0.0 PC Puzzle
"Lumines Plus" 0.0 8.88 8.88 0.0 "PlayStation 2" Puzzle
"deBlob 2: Underground" 0.0 11.34 11.34 0.0 "Xbox 360" Puzzle
"Cake Mania" 0.0 9.85 9.85 0.0 NDS Puzzle
"CSI: Fatal Conspiracy" 0.0 3.53 3.53 0.0 Wii Puzzle
"Puzzler World 2012 3D" 0.0 9.49 9.49 0.0 2DS/3DS Puzzle
"Layton's Mystery Journey: Luke Lookalike & Puzzle" 0.0 1.79 1.79 0.0 2DS/3DS Puzzle
"Platinum Sudoku" 0.0 5.0 5.0 0.0 NDS Puzzle
"Puzzler World 2012" 18.87 0.0 0.0 5.78 NDS Puzzle
"Puzzle Trilogy" 0.0 3.77 3.77 0.0 PSP Puzzle
"Mahjong Ancient China Adventure" 0.0 9.88 9.88 0.0 NDS Puzzle
"The Fall Trilogy Chapter 1" 2.99 0.0 0.0 4.99 PC Puzzle
"Scrabble 2007 New Edition" 0.0 4.48 4.48 0.0 NDS Puzzle
"Mystery Case Files: The Malgrave Incident" 13.89 0.0 0.0 6.07 Wii Puzzle
"Mystery Case Files: Millionheir" 15.99 0.0 0.0 7.85 NDS Puzzle
"Marbles Balance Challenge" 0.0 19.88 19.88 0.0 Wii Puzzle
"Brain College: Blood Ties" 11.6 0.0 0.0 1.79 PC Puzzle
"Bendy and the Ink Machine" 19.99 0.0 0.0 35.88 "Xbox One" Puzzle
Catherine 39.99 0.0 0.0 16.69 "PlayStation 3" Puzzle
"Are You Smarter Than A 10 Year Old" 0.0 2.87 2.87 0.0 NDS Puzzle
"Puzzle Chronicles" 0.0 9.85 9.85 0.0 NDS Puzzle
"Super Fun Sudoku" 0.0 7.01 7.01 0.0 NDS Puzzle
"The Secret of Margrave Manor" 0.0 1.79 1.79 0.0 PC Puzzle
"The Tiny Bang Story" 6.19 0.0 0.0 0.0 PC Puzzle
"Hello Kitty Puzzle Party" 0.0 10.64 10.64 0.0 PSP Puzzle
"Puzzle Quest 2" 0.0 11.99 11.99 0.0 NDS Puzzle
"Nancy Drew:The Model Mysteries" 20.74 0.0 0.0 4.4 NDS Puzzle
"Jewel Quest Mysteries" 0.0 8.88 8.88 0.0 PC Puzzle
"The Lost Cases of 221B Baker Street" 0.0 9.88 9.88 0.0 PC Puzzle
"Boulder Dash-XL 3D" 0.0 11.88 11.88 0.0 2DS/3DS Puzzle
"Jack the Ripper" 0.0 4.67 4.67 0.0 NDS Puzzle
"Flux Family Secrets - The Ripple Effect" 0.0 2.69 2.69 0.0 PC Puzzle
"Jig-a-Pix: Wonderful World" 0.0 5.72 5.72 0.0 NDS Puzzle
"Grim Façade: Mystery of Venice" 0.0 8.88 8.88 0.0 PC Puzzle
"Sudoku Ball Detective" 0.0 1.99 1.99 6.81 Wii Puzzle
"Neopets Puzzle Adventure" 0.0 4.42 4.42 0.0 NDS Puzzle
"Adventure Mysteries Triple Pack" 0.0 8.88 8.88 0.0 PC Puzzle
"Practical IQ" 0.0 8.88 8.88 0.0 PSP Puzzle
"Puyo Pop Fever" 0.0 14.88 14.88 0.0 Xbox Puzzle
"Layton's Mystery Journey: Aurora Again & Puzzle" 0.0 1.79 1.79 0.0 2DS/3DS Puzzle
"Mechanic Master 2" 0.0 11.88 11.88 0.0 NDS Puzzle
"Space Invaders Infinity Gene" 0.0 6.75 6.75 0.0 "Xbox 360" Puzzle
"Layton's Mystery Journey: Katrielle and the Millionaire's Cons..." 31.45 0.0 0.0 41.88 2DS/3DS Puzzle
"Mystery Case Files Ravenhearst" 0.0 4.49 4.49 0.0 PC Puzzle
"Jewel Quest IV - Heritage" 0.0 6.72 6.72 0.0 NDS Puzzle
"Animal Kororo" 0.0 12.88 12.88 0.0 NDS Puzzle
"Who Wants to be a Millionaire 2" 0.0 3.5 3.5 0.0 NDS Puzzle
"Henry Hatsworth in the Puzzling Adventure" 0.0 6.48 6.48 0.0 NDS Puzzle
"The New York Times Crosswords" 0.0 4.26 4.26 0.0 NDS Puzzle
"Block Party" 24.55 0.0 0.0 7.71 Wii Puzzle
"Galact Quest" 0.0 5.19 5.19 0.0 PC Puzzle
"Buzz! Quiz World" 0.0 9.88 9.88 0.0 PSP Puzzle
"Mystery Tales part 2" 0.0 15.88 15.88 0.0 NDS Puzzle
"Angels & Despair - 5 Game Pack" 7.86 0.0 0.0 0.0 PC Puzzle
Koloomn 0.0 2.99 2.99 10.88 PSP Puzzle
"Puzzle Kingdoms" 4.99 0.0 0.0 0.0 PC Puzzle
"Hidden Mysteries Salem Secrets" 0.0 5.42 5.42 0.0 NDS Puzzle
Countdown 0.0 12.88 12.88 0.0 NDS Puzzle
"Super Monkey Ball Banana Blitz HD" 34.99 0.0 0.0 32.63 "Xbox One" Puzzle
"Samantha Swift" 0.0 12.63 12.63 0.0 NDS Puzzle
"The Times Crossword Challenge" 0.0 2.88 2.88 0.0 NDS Puzzle
"Haunted Manor: Lord of Mirrors" 4.99 0.0 0.0 11.88 PC Puzzle
"Challenge Me: Brain Puzzles" 0.0 3.25 3.25 0.0 NDS Puzzle
Zubo 0.0 8.45 8.45 0.0 NDS Puzzle
"Rubik's Puzzle World" 0.0 4.25 4.25 0.0 NDS Puzzle
"Jewel Link Legends of Atlantis" 3.99 0.0 0.0 5.22 NDS Puzzle
"Mind, Body & Soul: MinDStorm II" 0.0 3.92 3.92 0.0 NDS Puzzle
"Bandz Mania" 0.0 8.88 8.88 0.0 NDS Puzzle
"Puzzle Kingdoms" 0.0 11.88 11.88 0.0 NDS Puzzle
"Miss Spider: Harvest Time Hop and Fly" 0.0 3.98 3.98 0.0 NDS Puzzle
"deBlob 2: Underground" 0.0 3.8 3.8 0.0 "PlayStation 3" Puzzle
"Mr Bean" 0.0 4.0 4.0 0.0 "PlayStation 2" Puzzle
"Finding Nemo: Escape to the Big Blue" 0.0 4.9 4.9 0.0 NDS Puzzle
"Secret Mysteries in London" 0.0 20.85 20.85 0.0 2DS/3DS Puzzle
"PQ: Practical Intelligence Quotient" 0.0 3.59 3.59 0.0 PSP Puzzle
"Puzzler World 2013" 0.0 10.2 10.2 0.0 NDS Puzzle
"De Blob 2" 0.0 37.88 37.88 0.0 Switch Puzzle
"Mario Vs Donkey Kong: Mini Mainland" 31.99 0.0 0.0 7.7 NDS Puzzle
"Gem Smashers" 24.99 0.0 0.0 24.49 Switch Puzzle
"Hidden Mysteries: The White House" 0.0 8.88 8.88 0.0 PC Puzzle
"Salary Man Escape" 0.0 11.99 11.99 0.0 "PlayStation 4" Puzzle
"Layton's Mystery Journey: Emmy Impersonation & Puzzle" 0.0 1.79 1.79 0.0 2DS/3DS Puzzle
Gorogoa 0.0 11.99 11.99 0.0 Switch Puzzle
"Zenses Ocean" 0.0 3.24 3.24 0.0 NDS Puzzle
